Speaker,Dialogue
storm,Then don't risk it! Don't do shit for me! I don't need you!
storm," stands in the midst of the graveyard, staring at --"
three tombstones," In the light from the road lamp, we read the names: FELICIA STORM... MASON STORM ... JEREMY ""SONNY"" STORM. "
andy," Pick up, Martha ... Pick up."
andy,"Get a hold of yourself, Andy."
andy, You're really beautiful.
andy," Martha! Martha, it's me --"
neighbor, You looking for Martha Coe?
andy,Yes... yes --
neighbor,You haven't seen the news?  She's dead. They shot her in the back... over in Westwood.
neighbor, You look like the woman's picture on T.V... the one whose house they shot her at --
ford," Mount up, boys. Two to one she leads us right to our boy Storm."
man,"That's grand theft, auto."
storm, O'Malley.
storm,Where is he now? Is he safe?
storm, Then that was your mother.   The one Andy found.
storm,O'Mal ... I can never thank you.
storm,"I'd give my left arm to see Sonny, just for two minutes. But we can't risk it -- not yet. Not till I get Calabrese."
storm, He did his thing -- then they waxed him.
storm,"The two guys at the pier. They ordered the hit on me too.  And I've got 'em on film. Still in the camera, right where I left it."
storm,Where is the tape?
storm,"What happened, O'Mal?    To you?"
storm," I'm sorry, O'Mal."
storm,"You did the right thing, O'Mal."
storm,"We'll get 'em, buddy. Every fucking one of them."
storm,"Get Sonny out of that school, O'Mal. Right now. With me alive and making a stink, whoever's on that film is going to be looking harder than ever for Sonny -- just to get to me. Get him someplace safe ... three thousand miles away if you have to."
storm,"I'm going straight to get that film. When you've got Sonny safe, bring me the audiotape. We'll put 'em together and get 'em to Esposito for the T.V. news. That should be quite a show."
storm,Gone.  For the best. For her best.
storm," I'm gonna take you to the bank, Senator Trent. The blood bank."
andy,Martha's dead.
andy,I won't leave you. Not ever again.
storm,I won't let you.
storm,O'Malley was here.
andy,Here?   How did you find him?
storm,You found him. The old lady was his mother.  And Andy ... my son's alive.
living room," Ford and Jones, masked, hurtle into the living room, just below the atrium balcony. They raise their automatic weapons, but before they can fire --"
storm," hurls Joe Bear's massive body down upon the attackers! Jones takes the tonnage head-on and is crushed beneath it! Ford dodges, unleashes a burst of AUTOMATIC FIRE straight up at the balcony. Storm shoves Andy to safety onto the exterior balcony and dives there himself, just as the whole interior balcony is RIDDLED by Ford's BULLETS!  Ford bolts for the staircase, coming after Storm. Storm, crouched around the corner on the exterior balcony, waits till Ford hurtles INTO VIEW at the top of the staircase. Storm FIRES his .45 furiously ... Ford springs back, Storm's BULLETS BLAST the staircase WALL to ribbons. His .45 CLICKS empty!"
storm,I know this fuck. He's a cop!
jeep's pov, The heavy iron gate straight ahead.
storm, SLAMS THROUGH the metal GATE with JEEP BLASTING it.
oncoming vehicle," Captain Holland! -- in the car as a passenger, with another plainclothes cop. The flying gate sends glass in all directions, as Storm swerves in his Jeep to avoid the car.  Storm freaks, seeing Holland as Holland's car is forced off the road. Storm SKIDS into a wild 180 -- "
storm, Holland! The other man on the dock --
andy,Are you crazy?!     Get us outa here --
storm's jeep," swerves as BULLETS SMACK into it! Protecting Andy with his body, he races off down the mountain road at high speed."
downfield sidelines," The soccer coach turns back. We see him shout, his arm raised in a gesture of urgency --"
andy,What the hell are you doing?!
storm,"We just made the top of the chart, Andy. Every cop in the city thinks we shot our way out of a legitimate bust --"
andy,There are no cops here!
storm,Only 'cause they're too stupid.  We need that film and we don't need any bullshit --
andy,"Goddamit ... for once, do something the non-violent way!"
housewife,"-- Gee, my husband and I aren't really thinking about selling. In fact, we're adding a nursery --"
andy,"Oh, that's the best time for us to see it! Then when you do come to sell, our office will know the upgrades you've made and we can market your home more effectively."
housewife,"Hell, come on in. Everyone else does."
storm,New wall ... fucking yuppies!
wall," Bang! Gypsum wallboard splinters, revealing a fake panel of brick adjacent to a real brick wall, six inches behind the new wallboard. Storm reaches into the hole, yanks out the camera case. He shakes his sore knuckles from the blow as:"
housewife, Just checking for termites He tucks the camera case under his arm -- takes Andy by the elbow.
storm," Better have this place fumigated -- quick.  He leads Andy out -- crisply, businesslike.    Housewife stands there dumbfounded."
storm," O'Malley left his mother's place three hours ago -- with the tape. He should be at the school by now, but she hasn't heard back from him."
andy, Fuck the tape. We gotta get this film to Esposito or I'm gonna have a nervous breakdown.
storm," Tell O'Mal to leave a message for us at the hotel desk. Leave it for Andy ... Andrea Smith. We're not gonna check in, it's too dangerous -- but the desk will hold the message if you tell them we're coming in this afternoon. Got it? Great."
storm,You're gonna call Esposito.   But not from this phone.
montage," WITH SCORE.    Tension, urgency increasing --"
storm,"Hey, hermano!     You want this Jeep?"
storm,Fuckin' smoking.
andy, Esposito won't be here yet. He said three-thirty.
storm,He'll be there.
storm,"Try O'Malley one more time.  If you hear any lions roaring, haul ass."
storm,Don't worry.   I'm a big boy.
trent,"What a day, huh? Beautiful!  Want some nuts?"
storm,I haven't got the film on me.
trent, Sit down. Take a load off.
trent,"You do have the film somewhere, I assume?"
trent,Developed yet?
storm,Still in the camera.
trent,Good. Very good. That way I know you haven't duplicated it.
storm,"You know, Trent ... I could rip your fucking throat out before that sonofabitch over there could find the spit to sneeze."
trent,"Oh, I'm sure you could, Storm.  But not before one of those other gentlemen, across the way, could put a fifty-caliber slug through your brainpan."
storm,"Very well placed, Trent. But did you know that human reaction time -- even the fastest -- is between half and three-quarters of second? And in that time, I could easily --"
trent,"You could kill me now, Storm -- but you'll die two seconds later."
storm,"You think I care, motherfucker? Just so I get you -- one way or the other."
max dunne," Twenty feet away -- both hands up -- holding a bay's athletic shirt... ""TRINITY VENTURA."""
trent,Reach into my jacket pocket.  Reach in!
trent,I want that film and the tape. I'll give you three hours.
storm, Just tell me one thing. Who pulled the trigger on me and my wife?
trent, Hate poisons people. Let go of it.
dunne, I missed your kid seven years ago. But I won't miss tonight.
trent,"Bring that film, Mr. Storm.    Three hours."
nolan," It's fun, huh, kid? Kinda like a field trip."
sonny,I'm remembering both of you.    And when my dad gets here --
turner,"He's gonna have a long trip, kid -- starting from Forest Lawn."
nolan,"By the time this night's over, your old man'll have a use for that phony grave of his."
nolan,Yeah... yeah -- we'll be right down.
nolan, Don't leave home without us.
sonny's pov, A 30-foot drop to the pavement below.
sonny,Malley!
andy,Is that a steering wheel -- or a Winchell's donut?
sedan, pulls out after it.
jones, I need to check any messages for a Miss Andrea Smith.
desk clerk,I'm sorry. I see no slot for that name --
jones,She hasn't checked in yet. But she's due here. Someone might have left a message for her.
desk clerk,Here it is. There's just one message.
jones,You can put this back now.  You never saw these guys.  The Clerk nervously replaces the message slip.  DISSOLVE TO:
jones, half-hidden at a corner of the cocktail pit..
two plainclothesmen, dispersed at angles across from the message desk.
ford, slips back out of sight.
jones, does the same.
andy,Sonny got away! He's with O'Malley! O'Malley's gat the tape -- they're heading for Union Station.
storm's pov, He spots Ford!
storm, his eyes flash across the lobby. He spots:
storm," shields Andy. Plainclothesman #1 steps out, whipping out his badge. Suddenly Storm grabs the cop with the badge in front of his face and uses him as a human battering ram for him and Andy to escape, plunging the man through two layers of glass windows of the adjoining Hertz rental office and out into the street in front of the hotel! Andy follows through the newly formed exit. People scream. Chaos. The other cops react in pursuit of Storm and Andy."
valet area," The valet is a big fat man in a red Beefeater costume. He is presently handing keys to a large ""good old boy"" -- boots, ten-gallon hat and all. Tex is just laying a bill in the Beefeater's hand, and starting to stuff his too- large frame into a sleek Gullwing speedster with its doors popped up. Before he can, we see him take a flying seat on the road as Storm and Andy shove in and -- "
ford,Get the goddam cars!
sonny,"Quit it, will you ...    you're making me more nervous than    I am already. My father's going to    be more interested in seeing    the real me."
sonny,My dad'll get 'em. You guys'll nail them all.  You think he's gonna like me?
sonny,Let me see the tickets. Did you get us one of those sleeping cars? What time is he getting here anyway?
nolan, Taking a trip somewhere?
nolan,"Your son, huh? That's funny.     He doesn't look much like you --  Does he, Turner?"
turner,Looks a lot like Mason Storm.
nolan,Enough of this fucking around.    We want the tape.
nolan,Get the kid!     He's under the cars!
turner,"Give us the tape, kid -- and we'll take you home."
sonny,"Fuck you, Jack!"
on sonny, unaware of Storm -- trying to escape from his pursuer.
nolan, cursing and unable to gain ground on the fleet-footed -- now actually raising his gun. Suddenly:
storm, from the roof of the next-to-last car roof in a line of parked vehicles soars through the air like a night eagle- setting what looks like a new world record in the long jump -- surprising Nolan from the rear! Slamming the cop to the ground in instant death. Cracking his neck.
sonny," stops. Gasping, breathless -- seeing the father he hasn't seen in seven years."
storm," relieved and overwhelmed, grabs his son and lifts him off the ground in a moment of salvation and triumph. They hold each other with all their strength. "
andy, watching them.   Touched deeply. Then: O.S. SIRENS!
driver,Where to?
andy,That's a good question.   Out of here for sure.
sonny, Where are we going? Who are you?
andy, thinks for a moment. 
andy,It's a long story. You got a few minutes?
storm," swiftly sliding through the shadows, he moves around the perimeter, pausing to examine things, searching for something. He finds an old storm gate to what would probably be a cellar or basement."
dunne," What do we have to do, Holland drive a fucking stake through his heart?"
holland,I'll settle for a bullet.
holland,"You had him point-blank seven years ago, and he's still walking!"
ford,He won't be for long. Not with his picture on every T.V. in --
holland,Fuck his picture! Get off your asses --  Start earning your money!
storm," Out of nowhere appears at the door opposite the one Holland just left by.  He is dripping from the rain and has a .45 pointed at them with one hand, while with the other he holds a finger to his lips as if to say, ""Shhh, don't wake the baby."""
storm,"How's the action, boys?   Mind if I play?"
storm,I know what you guys are thinking. You're thinking I couldn't play with this gun in my hand. Right?
storm,Well?   Somebody hand me a cue.
storm,That's for my wife. Fuck you and die.
trent,I want Dunne and the others here. That goddamn Storm is nuts enough to come after me --
holland,He's nuts -- but not that nuts.
holland," A faint smile comes to his face with great confidence. As he backs out of the toilet, he pulls his pistol from his shoulder holster, cocking it. He cautiously exits."
tracking, Holland as he   moves toward the sporting room   and his support team.    He enters the area of carnage   and the smug confidence on   his face starts to change to a   slight worry. He then starts   carefully making his way back   to the indoor pool to inform   Trent.
holland,Sonofabitch.
storm,I'll give you more time than you and Trent gave my wife.
storm,"Vernon, oh, Verrrrrnon, where are you?"
storm, Let's see ... where could that bad boy be?
master closet, Storm enters and begins pushing the clothes of the racks aside -- looking for something that's probably not there. Trent is too smart for this shit ... he's probably on a jet to the Bahamas by now. 
storm,"You know, Trent, I want to kill you so bad I can barely contain myself. But I keep thinking that death is far too merciful a fate for you, and that a nice petite white-bread boy like you in a federal penitentiary ...  -- let me put it this way -- I doubt whether you could remain anal retentive for very long. Yeah... I think that's best for you --"
full shot," Now we see them fully: the colors, the feeling, the emotion of caring men marching in the funeral parade of a fallen comrade.  CAMERA PAN'S OVER to reveal a section of mourners -- mostly police but with some civilians. The CAMERA MOVES CLOSER and PANS TO the front row, where we see Storm in full police regalia, a medal of valor around his neck. Andy and Sonny are standing near at sober attention.  The procession stops and the lone bagpiper continues to play the dirge as he walks up and takes his position on a section of lawn. The pallbearers remove the flag from the casket and present it to the Chief of Police, who now slowly approaches the group of mourners and stops directly in front of Sonny Storm. He presents the flag and salutes Sonny. The lone bagpiper stops and an officer on TRUMPET begins playing ""Taps."" The coffin is slowly lowered."
andy, It takes a beat before she realizes what it is. Then: 
andy,"Hey ... Seven year Storm!  I told you you'd be famous.  Storm takes a step so he can see the screen.   Views it for a short beat, then --"
storm," picks the TV up from Andy's lap and, while it's still playing, heaves it over the side and into the drink!"
andy, Hey!   Why'd you do that?
storm," Knock, knock."
sonny,Who's there?
storm,Boo.
sonny,Boo who?
storm,You don't have to cry about it.  I love you both.
boat, drifts its happy way across the sun-shimmering sea.  FADE OUT.
