Speaker,Dialogue
lestat,"Louis, put me in my coffin..."
claudia,I'll put you in your coffin. Forever.
louis,Claudia! Don't do this thing!!!
lestat,"Louis, Louis, I gave you the gift - help me -"
louis,"What have you done, Claudia -"
claudia,Louis! Look what's happening to him!!
louis,"Lestat. Oh, God forgive us."
claudia,"Don't mock me, Louis. Help me."
claudia,"Goodnight, sweet prince, may flights of devils wing you to your rest."
louis,"He's dead, Claudia, dead."
claudia,"The one good lesson he taught me, Louis. Never drink from the dead."
claudia,Help me. We must get rid of him.
claudia,"Should we burn him? Bury him? What would he have liked, Louis?"
louis,"Don't mock, Claudia..."
claudia,The swamp...
claudia,"In Europe, Louis. We shall meet our own kind. Find the one who made him. Learn what it means."
louis,"And suppose the one who made him knows nothing and the vampire who made him knows nothing, and it goes back, nothing proceeding from nothing, until there is nothing! And we must live with the knowledge that there is no knowledge."
louis,And if we find the one who made him? Do we tell him we destroyed his own creation? The vampire Lestat?
claudia,"He belongs with those reptiles, Louis. He deserved to die."
louis,"Then maybe so do we. Every night of our lives. He was my brother. My maker. He gave me this life, whatever it is."
claudia,"I did it for us, Louis. So we could be free."
claudia,"Louis, look at me."
louis, I can't. Go away from me.
louis,Claudia - You're crying -
claudia,You never talked to me like that - in all these years.
louis,And you never cried -
claudia,I can't bear it when you do - I would die rather than lose you Louis. I would die the way he died.
louis,"Hush, Claudia, hush now my dear -"
claudia,Tell me you don't hate me Louis. I did it for you -
louis,"I love you Claudia. Always. And we are free now, Claudia. No Lestat. Just the two of us, beginning the great adventure of our lives."
louis,The birds. We forgot about the birds. There's nothing for it but to let them go.
claudia,What was that?
louis,"The workmen must have a trunk - don't stop, cherie -"
claudia,Louis!!!
the stairway, Louis walking to the door. The knocking gets louder.
the parlour," Claudia runs for the stairs, after Louis."
the hallway, Louis reaches the door. The knocking gets louder. He opens the door as -
claudia,Don't Louis -
lestat,WHERE IS SHE? WHERE IS THAT ACCURSED CHILD?
louis,It can't be -
claudia,It is! Take the back stairwell -
lestat,GIVE ME HER LOUIS!!
louis,Stay back - for the love of God... or I'll burn you alive...
claudia,The ship is sailing without us!
louis,"Not yet. Holding her tightly, Louis runs."
malloy,Did he die in the fire?
louis,He was dead to us. We were free. That was all that mattered.
claudia,"Louis, your quest is for darkness only. This sea is not your sea. They myths of men are not your myths. Their history isn't yours."
the acropolis," In the moonlight.  LOUIS  We saw the Acropolis by moonlight, shades of grey and silver. And I longed for the brilliant white of those marbles in the hot sun of Homer...  The sketch changes to a sketch of -"
transylvania," And the traditional shapes of the vampire landscape.  LOUIS  We docked at Varna and searched the rural countryside of the Carpathians, for what she liked to term ""our kind""..."
louis,"The quest for these Old World vampires filled me with bitterness. We searched village after village, ruin after ruin and I was glad when always we found nothing. For what could the damned really have to say to the damned?"
malloy,You found nothing?
louis,"Peasant rumors, superstitions about garlic, crosses, stakes in the hear, all that - how do you say again? Bull shit. But one of our kind? Not a whisper."
malloy,No vampires in Transylvania? No Count Dracula?
louis,"Fictions, my friend. The vulgar fictions of a demented Irishman... So we repaired to Paris..."
louis,We were alive again. We were in love and so euphoric was I that I yielded to her every desire...
claudia,"Help me, mon chere..."
claudia,How do I look?
louis,Still my beautiful child.
claudia,A beautiful child! Is that what you still think I am?
louis,Yes...
claudia,Why do you turn away? Why don't you look.
claudia,"You want me to be your daughter forever, don't you?"
louis,Yes.
claudia,"Well tell me, papa. What was it like making love?"
