Speaker,Dialogue
milady,"No. ATHOS Then I will shoot. Athos cocks the trigger.     Milady whispers: MILADY Be kind.   And aim for my heart. Athos' face is a mask of contradiction. He tries to pull the trigger, but it is not in him. Milady recognizes his pain with a nod. She feels it, too. Then, briefly, before she leaves him, Milady speaks softly. The past, their love, and where it led them."
milady,I remember... everything.
armand,"Countess de Winter... As d'Artagnan, Porthos, and Aramis arrive on the scene..."
aramis,He is not mentioned directly. But the agreement is contingent on a 'demonstration' of the Cardinal's power. D'ARTAGNAN A demonstration? What does that mean? ARAMIS I don't know. Athos' face grows dark. He has been silent throughout. Now he rises to his feet.
athos,"I know someone who does. D'Artagnan, Aramis, and Porthos watch in grim silence as Athos crosses the room to an imposing door. CUT TO:"
armand, She dies at dawn.
athos,Do you know the Cardinal's plans? MILADY Yes.
athos,Tell me.
milady,Will you spare my life? ATHOS I can't. 
athos,"Sabine. You'll die for your crimes. Nothing can stop that. But how you leave this world is up to you. Milady offers a half-smile, takes his hand in hers."
milady,What did the world ever do for me? HOLD ON Athos.       Milady's hand in his.   All that he is feeling. CUT TO:
executioner,I forgive you for your crimes. Die in peace.
athos,Die in peace.
