Speaker,Gender,Movie
zoe,female,Blade  Trinity
heather,female,Blast from the Past
troy,male,Blast from the Past
sophie,female,Blast from the Past
ruth,female,Blast from the Past
adam,male,Blast from the Past
aron,male,Blast from the Past
calvin,male,Blast from the Past
betty,female,Blast from the Past
levy,male,Blast from the Past
helen,female,Blast from the Past
jason,male,Blast from the Past
cliff,male,Blast from the Past
dave,male,Blast from the Past
jerry,male,Blast from the Past
ron,male,Blast from the Past
bob,male,Blast from the Past
harold,male,Blast from the Past
eve,female,Blast from the Past
cotton,male,Blind Side
steven,male,Blind Side
elaine,female,Blind Side
david,male,Blind Side
glenda,female,Blind Side
beth,female,Blind Side
sherry,female,Blind Side
april,female,Blind Side
ronald,male,Blind Side
michael's voice,male,Blind Side
michael,male,Blind Side
alton,male,Blind Side
sean,male,Blind Side
si,male,Blind Side
bob,male,Blind Side
tony,male,Blind Side
collins,male,Blind Side
granger,male,Blind Side
chloe,female,Bling Ring
marc,male,Bling Ring
ricky,male,Bling Ring
kate,female,Bling Ring
emily,female,Bling Ring
rebecca,female,Bling Ring
nicki,female,Bling Ring
adam,male,Bling Ring
henry,male,Bling Ring
sarah,female,Bling Ring
debbie,female,Bling Ring
rob,male,Bling Ring
sam,male,Bling Ring
shannon,female,Bling Ring
audrina,female,Bling Ring
laurie,female,Bling Ring
kyle,male,Blood Simple
marty's voice,female,Blood Simple
rhodes,male,Blood Simple
debra,female,Blood Simple
abby's voice,female,Blood Simple
maria,female,Blow
waiter,male,Blow
santiago,male,Blow
garcia,male,Blow
ben,male,Blow
benny,female,Blow
inez,female,Blow
tony,male,Blow
maria,female,Blue Valentine
curtis,male,Blue Valentine
glenda,female,Blue Valentine
amanda,female,Blue Valentine
jo,female,Blue Valentine
justice,male,Blue Valentine
ed,male,Blue Velvet
louise,female,Blue Velvet
waiter,male,Blue Velvet
willard,male,Blue Velvet
paul,male,Blue Velvet
jimmy,male,Blue Velvet
donny,female,Blue Velvet
raymond,male,Blue Velvet
heather,female,Body Heat
glenda,female,Body Heat
sam,male,Body Heat
michael,male,Body of Evidence
rebecca's voice,female,Body of Evidence
clive,male,Bodyguard
palmer,male,Bones
nancy,female,Bones
sal,female,Bones
jason,male,Bones
roland,male,Bonfire of the Vanities
boris,male,Bonfire of the Vanities
campbell,female,Bonfire of the Vanities
moore,male,Bonfire of the Vanities
evelyn,female,Bonfire of the Vanities
hayden,male,Bonfire of the Vanities
velma,female,Bonnie and Clyde
bonnie's voice,female,Bonnie and Clyde
malcolm,male,Bonnie and Clyde
clyde's voice,male,Bonnie and Clyde
buck's voice,male,Bonnie and Clyde
pete,male,Bonnie and Clyde
martha,female,Book of Eli
claudia,female,Book of Eli
eli,male,Book of Eli
george,male,Book of Eli
duffy,male,Boondock Saints
augustus,male,Boondock Saints
connor,male,Boondock Saints
rocco,male,Boondock Saints
vinnie,female,Boondock Saints
mitchell,male,Boondock Saints
dolly,female,Boondock Saints
roz,female,Boondock Saints
reuben,male,Boondock Saints
judge,male,Boondock Saints
donna,female,Boondock Saints
vincenzo,male,Boondock Saints
murphy,male,Boondock Saints
duffy,male,Boondock Saints 2  All Saints Day
sibeal,female,Boondock Saints 2  All Saints Day
roy,male,Boondock Saints 2  All Saints Day
romeo,male,Boondock Saints 2  All Saints Day
lloyd,male,Boondock Saints 2  All Saints Day
connor,male,Boondock Saints 2  All Saints Day
jacob,male,Boondock Saints 2  All Saints Day
rocco,male,Boondock Saints 2  All Saints Day
cesar,male,Boondock Saints 2  All Saints Day
roman,male,Boondock Saints 2  All Saints Day
dolly,female,Boondock Saints 2  All Saints Day
jimmy,male,Boondock Saints 2  All Saints Day
louie,male,Boondock Saints 2  All Saints Day
george,male,Boondock Saints 2  All Saints Day
eunice,female,Boondock Saints 2  All Saints Day
murphy,male,Boondock Saints 2  All Saints Day
rob,male,Bottle Rocket
bob's voice,male,Bottle Rocket
jackson,male,Bottle Rocket
inez,female,Bottle Rocket
clay,male,Bottle Rocket
sue,female,Bound
mickey,male,Bound
shelly,female,Bound
giancarlo,male,Bourne Identity
marie,female,Bourne Identity
abbott,male,Bourne Identity
marshall,male,Bourne Identity
kurt,male,Bourne Supremacy
vic,male,Bourne Supremacy
nicky,female,Bourne Supremacy
teddy,female,Bourne Supremacy
pamela,female,Bourne Supremacy
irena,female,Bourne Supremacy
marie,female,Bourne Supremacy
nevins,male,Bourne Supremacy
abbott,male,Bourne Supremacy
ivan,male,Bourne Supremacy
marshall,male,Bourne Supremacy
kim,female,Bourne Supremacy
nicky's voice,female,Bourne Supremacy
waiter,male,Bourne Ultimatum
nicky,female,Bourne Ultimatum
martin,male,Bourne Ultimatum
ross,male,Bourne Ultimatum
jimmy,male,Bourne Ultimatum
bryan,male,Bourne Ultimatum
hirsch,male,Bourne Ultimatum
nathan,male,Box
susan,female,Box
elizabeth,female,Box
deborah,female,Box
bev,female,Box
norma,female,Box
jim,male,Box
arthur,male,Box
walter,male,Box
charles,male,Box
dana,female,Box
suzanne,female,Box
wendell,male,Box
powell,male,Box
bud,male,Box
winnie,female,Boxtrolls
broderick,male,Boxtrolls
herbert,male,Boxtrolls
ernesto,male,Boyhood
waiter,male,Boyhood
randy,male,Boyhood
barb,female,Boyhood
mindy,female,Boyhood
chase,male,Boyhood
abby,female,Boyhood
gaby,female,Boyhood
nana,male,Boyhood
tammy,female,Boyhood
paul,male,Boyhood
april,female,Boyhood
tommy,female,Boyhood
jimmy,male,Boyhood
kenny,male,Boyhood
tony,male,Boyhood
hamish's voice,male,Braveheart
phillip,male,Braveheart
john,male,Braveheart
marion,female,Braveheart
edward,male,Braveheart
wallace's voice,male,Braveheart
stewart,male,Braveheart
scout,female,Braveheart
elder,male,Braveheart
steward,male,Braveheart
lochlan,female,Braveheart
alison,female,Brazil
charlie,female,Brazil
porter,male,Brazil
shirley,female,Brazil
bill,female,Brazil
billy,female,Breakdown
howard,male,Breakdown
earl,male,Breakdown
calhoun,male,Breakdown
amy,female,Breakdown
al,male,Breakdown
ram,male,Breakdown
ford,male,Breakdown
flo,female,Breakdown
yard,male,Breakdown
arleen,female,Breakdown
jeff,male,Breakdown
red,male,Breakdown
bender,male,Breakfast Club
carl,male,Breakfast Club
vernon,male,Breakfast Club
claire,female,Breakfast Club
allison,female,Breakfast Club
andrew,male,Breakfast Club
brian,male,Breakfast Club
suzy,female,Breaking Away
biff,male,Brick
laura's voice,female,Brick
mary,female,Bridesmaids
waiter,male,Bridesmaids
dean,male,Bridesmaids
helen's voice,female,Bridesmaids
tim,female,Bridesmaids
dougie,male,Bridesmaids
sandy,female,Bridesmaids
perry,female,Bridesmaids
matt,male,Bridesmaids
judy,female,Bridesmaids
nicole,female,Bridesmaids
butler,male,Bridesmaids
paul,male,Bridesmaids
dana,female,Bridesmaids
steve,male,Bridesmaids
rick,male,Bridesmaids
laurie,female,Bridesmaids
donna,female,Bridesmaids
mike,male,Bridesmaids
dave,male,Bridesmaids
mark,male,Bridesmaids
leslie,female,Bridesmaids
bill,female,Bridesmaids
maria,female,Bringing Out the Dead
milagros,female,Bringing Out the Dead
rose,female,Bringing Out the Dead
rose's voice,female,Bringing Out the Dead
burke's voice,male,Bringing Out the Dead
carlos,male,Bringing Out the Dead
john,male,Bringing Out the Dead
bobbie,female,Broadcast News
marvin,male,Broadcast News
jane's voice,female,Broadcast News
tom's voice,male,Broadcast News
anne,female,Broadcast News
lila,female,Broadcast News
ellie,female,Broadcast News
sheppard,male,Broken Arrow
baird,male,Broken Arrow
hunt,male,Broken Arrow
hale,male,Broken Arrow
baker,female,Broken Arrow
jim,male,Broken Arrow
rhodes,male,Broken Arrow
boone,male,Broken Arrow
lena,female,Broken Embraces
mateo,male,Broken Embraces
alex,male,Broken Embraces
luis,male,Broken Embraces
magdalena,female,Broken Embraces
javier,male,Broken Embraces
pina,female,Broken Embraces
stephen,male,Brothers Bloom
victor,male,Brothers Bloom
rose,female,Brothers Bloom
penelope,female,Brothers Bloom
martin,male,Bruce Almighty
wally,female,Buffy the Vampire Slayer
max,male,Bull Durham
teddy,female,Bull Durham
sandy,female,Bull Durham
tommy,female,Bull Durham
jackson,male,Bull Durham
mayor,male,Bull Durham
maryanne,female,Buried
rebecca,female,Buried
natalie,female,Burlesque
guy,male,Burlesque
jack's voice,male,Burlesque
marla,female,Burlesque
mark,male,Burlesque
harold,male,Burlesque
scarlett,female,Burlesque
del,female,Burn After Reading
sandy's voice,female,Burn After Reading
connie,female,Burn After Reading
tina,female,Burn After Reading
manolo,male,Burn After Reading
osbourne,male,Burn After Reading
harry's voice,male,Burn After Reading
osbourne's voice,male,Burn After Reading
hal,male,Burn After Reading
katie's voice,female,Burn After Reading
waiter,male,Burning Annie
erica,female,Burning Annie
stacy,female,Burning Annie
donna,female,Burning Annie
gwen,female,Butterfly Effect
hunter,male,Butterfly Effect
kristen,female,Butterfly Effect
heidi,female,Butterfly Effect
spencer,male,Butterfly Effect
andrea,female,Butterfly Effect
evan,male,Butterfly Effect
tommy,female,Butterfly Effect
lenny,male,Butterfly Effect
jason,male,Butterfly Effect
rick,male,Butterfly Effect
kayleigh,female,Butterfly Effect
carlos,male,Butterfly Effect
karl,male,Butterfly Effect
heather,female,Cable Guy
ray,female,Cable Guy
earl,male,Cable Guy
joan,female,Cable Guy
jeff,male,Cable Guy
hal,male,Cable Guy
pete,male,Cable Guy
pip,male,Candle to Water
brooke,female,Candle to Water
parker,female,Candle to Water
paul,male,Candle to Water
jaden,male,Candle to Water
rose,female,Capote
barbara,female,Capote
christopher,male,Capote
grayson,male,Capote
bobby,female,Carrie
cora,female,Carrie
carrie's voice,female,Carrie
frieda,female,Carrie
norma,female,Carrie
rhonda,female,Carrie
stella,female,Carrie
bobby's voice,female,Carrie
ernest,male,Carrie
tommy's voice,female,Carrie
helen,female,Carrie
eleanor,female,Carrie
morton,male,Carrie
margaret's voice,female,Carrie
watson,male,Carrie
george,male,Carrie
collins,male,Carrie
doug's voice,male,Case 39
barron,male,Case 39
denise,female,Case 39
judge,male,Case 39
lucy,female,Case 39
diego,male,Case 39
lucy's voice,female,Case 39
becca,female,Case 39
darla,female,Case 39
robin,female,Case 39
mike,male,Casino
jerry,male,Casino
tony,male,Casino
oscar,male,Casino
rocky,male,Casino
shelly,female,Casino
stone,male,Casino
judge,male,Casino
baker,female,Casino
stacy,female,Casino
eddy,male,Casino
austin,male,Casino
raven,female,Cecil B
lyle,male,Cecil B
sinclair,male,Cecil B
libby,female,Cecil B
lewis,male,Cecil B
cherish,female,Cecil B
charles,male,Cecil B
pam,female,Cecil B
dinah,female,Cecil B
honey,female,Cecil B
mayor,male,Cecil B
rodney,male,Cecil B
cecil,female,Cecil B
kay,female,Cedar Rapids
wade,male,Cedar Rapids
kurt,male,Cedar Rapids
waiter,male,Cedar Rapids
millie,female,Cedar Rapids
perry,female,Cedar Rapids
reginald,male,Cedar Rapids
trent,male,Cedar Rapids
pam,female,Cedar Rapids
gary,male,Cedar Rapids
leslie,female,Cedar Rapids
catherine,female,Cell
edward,male,Cell
brock,male,Cell
cole,male,Cell
henry,male,Cell
miriam,female,Cell
martin,male,Cell
reid,male,Cell
julia,female,Cell
anne,female,Cell
ramsey,male,Cell
ella,female,Cell
lucien,male,Cell
john,male,Cell
ricky,male,Cellular
rosario,female,Cellular
tatiana,female,Change-Up
cara,female,Change-Up
jamie,female,Change-Up
gladys,female,Change-Up
mona,female,Change-Up
dave,male,Change-Up
mitch,male,Change-Up
sabrina,female,Change-Up
wright,male,Changeling
davis,male,Changeling
jeffrey,male,Changeling
jones,male,Changeling
warden,male,Changeling
steele,male,Changeling
loren,female,Chaos
chris,male,Chaos
branch,male,Chaos
peter,male,Charade
waiter,male,Charade
bartholomew,male,Charade
sylvie,female,Charade
reggie's voice,female,Charade
gideon,male,Charade
adam,male,Charade
carson,male,Charade
reggie,female,Charade
tex,male,Charade
natalie,female,Charlie s Angels
corwin,male,Charlie s Angels
charlie,female,Charlie s Angels
charlie's voice,female,Charlie s Angels
alex,male,Charlie s Angels
knox,male,Charlie s Angels
jason,male,Charlie s Angels
dylan,female,Charlie s Angels
bob,male,Charlie s Angels
chad,male,Charlie s Angels
pete,male,Charlie s Angels
fan,female,Chasing Amy
jane,female,Chasing Amy
kim,female,Chasing Amy
sharon,female,Cherry Falls
sergeant,male,Cherry Falls
joy,female,Cherry Falls
mike,male,Cherry Falls
leonard,male,Cherry Falls
dylan,female,Cherry Falls
annette,female,Cherry Falls
morty,male,Chinatown
duffy,male,Chinatown
walsh's voice,male,Chinatown
sophie,female,Chinatown
barney,male,Chinatown
ida's voice,female,Chinatown
gardener,male,Chinatown
emma,female,Chinatown
sophie's voice,female,Chinatown
katherine,female,Chinatown
palmer's voice,male,Chinatown
jake,male,Christ Complex
jennifer,female,Christ Complex
monica,female,Chronicle
sissy,female,Chronicle
wayne,male,Chronicle
peter,male,Chronicles of Narnia  The Lion
wolf,male,Chronicles of Narnia  The Lion
susan,female,Chronicles of Narnia  The Lion
philip,male,Chronicles of Narnia  The Lion
aslan,male,Chronicles of Narnia  The Lion
lucy,female,Chronicles of Narnia  The Lion
fox,male,Chronicles of Narnia  The Lion
edmund,male,Chronicles of Narnia  The Lion
robin,female,Chronicles of Narnia  The Lion
candy,female,Cider House Rules
buster,male,Cider House Rules
clara,female,Cider House Rules
ray,female,Cider House Rules
dorothy,female,Cider House Rules
wally,female,Cider House Rules
vernon,male,Cider House Rules
florence,female,Cider House Rules
debra,female,Cider House Rules
carla,female,Cider House Rules
angela,female,Cider House Rules
homer,male,Cider House Rules
edna,female,Cider House Rules
olive,female,Cider House Rules
hazel,female,Cider House Rules
jack,male,Cider House Rules
rosanna,female,Cincinnati Kid
christian,male,Cincinnati Kid
shooter's voice,male,Cincinnati Kid
melba,female,Cincinnati Kid
danny,male,Cincinnati Kid
melba's voice,female,Cincinnati Kid
felix,male,Cincinnati Kid
bill,female,Cincinnati Kid
shooter,male,Cincinnati Kid
annie's voice,female,Cirque du Freak  The Vampire s Assistant
annie,female,Cirque du Freak  The Vampire s Assistant
debbie,female,Cirque du Freak  The Vampire s Assistant
sam,male,Cirque du Freak  The Vampire s Assistant
steve,male,Cirque du Freak  The Vampire s Assistant
darren,male,Cirque du Freak  The Vampire s Assistant
darren's voice,male,Cirque du Freak  The Vampire s Assistant
thatcher's voice,male,Citizen Kane
fred,female,Citizen Kane
leland's voice,female,Citizen Kane
thompson's voice,male,Citizen Kane
bertha,female,Citizen Kane
ethel,female,Citizen Kane
steward's voice,male,Citizen Kane
georgie,female,Citizen Kane
kane's voice,male,Citizen Kane
thatcher,male,Citizen Kane
marie,female,Citizen Kane
mike,male,Citizen Kane
raymond's voice,male,Citizen Kane
katherine,female,Citizen Kane
mike's voice,male,Citizen Kane
junior,male,Citizen Kane
thad,male,Clash of the Titans
aphrodite,female,Clash of the Titans
steward,male,Clash of the Titans
guy,male,Clerks
olaf,male,Clerks
john,male,Clerks
susan,female,Cliffhanger
stuart,male,Cliffhanger
david,male,Cliffhanger
brett,female,Cliffhanger
davis,male,Cliffhanger
maggie,female,Cliffhanger
jameson,male,Cobb
florence,female,Cobb
jonah,male,Cobb
crawford,male,Cobb
charles,male,Cobb
lucille,female,Cobb
frank,male,Cobb
frida,female,Coco
miguel,male,Coco
cecilia,female,Coco
gustavo,male,Coco
howard,male,Code of Silence
lou,female,Code of Silence
molly,female,Code of Silence
victor,male,Code of Silence
angel,male,Code of Silence
rocco,male,Code of Silence
odell,male,Code of Silence
theresa,female,Code of Silence
georgia,female,Cold Mountain
rebecca,female,Cold Mountain
ellis,male,Cold Mountain
sheffield,male,Cold Mountain
dolly,female,Cold Mountain
grace,female,Cold Mountain
max,male,Collateral
berta,female,Collateral Damage
sal,female,Collateral Damage
matt,male,Collateral Damage
luis,male,Collateral Damage
anne,female,Collateral Damage
ronnie,female,Collateral Damage
claudio,male,Collateral Damage
